episode,training_return,training_steps,epsilon,eval_mean_return,eval_mean_steps,eval_success_rate
713,50.0,10,0.05,,,
714,50.0,10,0.05,,,
715,50.0,10,0.05,,,
716,50.0,10,0.05,,,
717,48.0,12,0.05,,,
718,50.0,10,0.05,,,
719,49.0,11,0.05,,,
720,50.0,10,0.05,,,
721,50.0,10,0.05,,,
722,49.0,11,0.05,,,
723,50.0,10,0.05,,,
724,50.0,10,0.05,,,
725,50.0,10,0.05,,,
726,50.0,10,0.05,,,
727,50.0,10,0.05,,,
728,49.0,11,0.05,,,
729,50.0,10,0.05,,,
730,50.0,10,0.05,,,
731,50.0,10,0.05,,,
732,50.0,10,0.05,,,
733,50.0,10,0.05,,,
734,50.0,10,0.05,,,
735,50.0,10,0.05,,,
736,50.0,10,0.05,,,
737,50.0,10,0.05,,,
738,50.0,10,0.05,,,
739,45.0,11,0.05,,,
740,50.0,10,0.05,,,
741,50.0,10,0.05,,,
742,50.0,10,0.05,,,
743,50.0,10,0.05,,,
744,50.0,10,0.05,,,
745,50.0,10,0.05,,,
746,50.0,10,0.05,,,
747,50.0,10,0.05,,,
748,50.0,10,0.05,,,
749,50.0,10,0.05,,,
750,45.0,10,0.05,50.0,10.0,1.0
751,45.0,11,0.05,,,
752,50.0,10,0.05,,,
753,50.0,10,0.05,,,
754,50.0,10,0.05,,,
755,48.0,12,0.05,,,
756,50.0,10,0.05,,,
757,50.0,10,0.05,,,
758,50.0,10,0.05,,,
759,50.0,10,0.05,,,
760,50.0,10,0.05,,,
761,50.0,10,0.05,,,
762,48.0,12,0.05,,,
763,50.0,10,0.05,,,
764,50.0,10,0.05,,,
765,48.0,12,0.05,,,
766,50.0,10,0.05,,,
767,50.0,10,0.05,,,
768,50.0,10,0.05,,,
769,50.0,10,0.05,,,
770,50.0,10,0.05,,,
771,47.0,13,0.05,,,
772,50.0,10,0.05,,,
773,48.0,12,0.05,,,
774,48.0,12,0.05,,,
775,50.0,10,0.05,,,
776,49.0,11,0.05,,,
777,50.0,10,0.05,,,
778,48.0,12,0.05,,,
779,48.0,12,0.05,,,
780,44.0,12,0.05,,,
781,47.0,13,0.05,,,
782,50.0,10,0.05,,,
783,50.0,10,0.05,,,
784,50.0,10,0.05,,,
785,50.0,10,0.05,,,
786,50.0,10,0.05,,,
787,28.0,12,0.05,,,
788,50.0,10,0.05,,,
789,50.0,10,0.05,,,
790,50.0,10,0.05,,,
791,50.0,10,0.05,,,
792,50.0,10,0.05,,,
793,50.0,10,0.05,,,
794,50.0,10,0.05,,,
795,48.0,12,0.05,,,
796,49.0,11,0.05,,,
797,50.0,10,0.05,,,
798,48.0,12,0.05,,,
799,48.0,12,0.05,,,
800,48.0,10,0.05,50.0,10.0,1.0
801,50.0,10,0.05,,,
802,50.0,10,0.05,,,
803,50.0,10,0.05,,,
804,49.0,11,0.05,,,
805,50.0,10,0.05,,,
806,50.0,10,0.05,,,
807,49.0,11,0.05,,,
808,50.0,10,0.05,,,
809,40.0,10,0.05,,,
810,50.0,10,0.05,,,
811,50.0,10,0.05,,,
812,50.0,10,0.05,,,
813,49.0,11,0.05,,,
814,50.0,10,0.05,,,
815,48.0,12,0.05,,,
816,50.0,10,0.05,,,
817,40.0,12,0.05,,,
818,50.0,10,0.05,,,
819,50.0,10,0.05,,,
820,50.0,10,0.05,,,
821,50.0,10,0.05,,,
822,50.0,10,0.05,,,
823,50.0,10,0.05,,,
824,50.0,10,0.05,,,
825,48.0,12,0.05,,,
826,50.0,10,0.05,,,
827,50.0,10,0.05,,,
828,50.0,10,0.05,,,
829,50.0,10,0.05,,,
830,50.0,10,0.05,,,
831,50.0,10,0.05,,,
832,50.0,10,0.05,,,
833,50.0,10,0.05,,,
834,50.0,10,0.05,,,
835,50.0,10,0.05,,,
836,49.0,11,0.05,,,
837,50.0,10,0.05,,,
838,40.0,10,0.05,,,
839,48.0,12,0.05,,,
840,48.0,12,0.05,,,
841,50.0,10,0.05,,,
842,50.0,10,0.05,,,
843,50.0,10,0.05,,,
844,50.0,10,0.05,,,
845,50.0,10,0.05,,,
846,50.0,10,0.05,,,
847,50.0,10,0.05,,,
848,50.0,10,0.05,,,
849,49.0,11,0.05,,,
850,50.0,10,0.05,50.0,10.0,1.0
851,48.0,12,0.05,,,
852,48.0,12,0.05,,,
853,45.0,11,0.05,,,
854,50.0,10,0.05,,,
855,50.0,10,0.05,,,
856,50.0,10,0.05,,,
857,50.0,10,0.05,,,
858,50.0,10,0.05,,,
859,50.0,10,0.05,,,
860,50.0,10,0.05,,,
861,50.0,10,0.05,,,
862,50.0,10,0.05,,,
863,50.0,10,0.05,,,
864,50.0,10,0.05,,,
865,50.0,10,0.05,,,
866,48.0,12,0.05,,,
867,50.0,10,0.05,,,
868,50.0,10,0.05,,,
869,50.0,10,0.05,,,
870,50.0,10,0.05,,,
871,50.0,10,0.05,,,
872,50.0,10,0.05,,,
873,50.0,10,0.05,,,
874,50.0,10,0.05,,,
875,43.0,13,0.05,,,
876,50.0,10,0.05,,,
877,48.0,12,0.05,,,
878,50.0,10,0.05,,,
879,50.0,10,0.05,,,
880,50.0,10,0.05,,,
881,48.0,12,0.05,,,
882,49.0,11,0.05,,,
883,50.0,10,0.05,,,
884,46.0,14,0.05,,,
885,50.0,10,0.05,,,
886,50.0,10,0.05,,,
887,50.0,10,0.05,,,
888,50.0,10,0.05,,,
889,50.0,10,0.05,,,
890,50.0,10,0.05,,,
891,50.0,10,0.05,,,
892,43.0,13,0.05,,,
893,50.0,10,0.05,,,
894,49.0,11,0.05,,,
895,50.0,10,0.05,,,
896,50.0,10,0.05,,,
897,46.0,14,0.05,,,
898,48.0,12,0.05,,,
899,50.0,10,0.05,,,
900,50.0,10,0.05,50.0,10.0,1.0
901,50.0,10,0.05,,,
902,50.0,10,0.05,,,
903,50.0,10,0.05,,,
904,50.0,10,0.05,,,
905,48.0,12,0.05,,,
906,50.0,10,0.05,,,
907,50.0,10,0.05,,,
908,50.0,10,0.05,,,
909,50.0,10,0.05,,,
910,50.0,10,0.05,,,
911,49.0,11,0.05,,,
912,40.0,12,0.05,,,
913,50.0,10,0.05,,,
914,48.0,12,0.05,,,
915,50.0,10,0.05,,,
916,50.0,10,0.05,,,
917,48.0,12,0.05,,,
918,50.0,10,0.05,,,
919,50.0,10,0.05,,,
920,45.0,11,0.05,,,
921,49.0,11,0.05,,,
922,50.0,10,0.05,,,
923,48.0,12,0.05,,,
924,50.0,10,0.05,,,
925,45.0,11,0.05,,,
926,50.0,10,0.05,,,
927,50.0,10,0.05,,,
928,50.0,10,0.05,,,
929,50.0,10,0.05,,,
930,50.0,10,0.05,,,
931,49.0,11,0.05,,,
932,48.0,12,0.05,,,
933,48.0,12,0.05,,,
934,50.0,10,0.05,,,
935,48.0,12,0.05,,,
936,50.0,10,0.05,,,
937,50.0,10,0.05,,,
938,50.0,10,0.05,,,
939,50.0,10,0.05,,,
940,45.0,11,0.05,,,
941,50.0,10,0.05,,,
942,50.0,10,0.05,,,
943,47.0,13,0.05,,,
944,49.0,11,0.05,,,
945,50.0,10,0.05,,,
946,50.0,10,0.05,,,
947,49.0,11,0.05,,,
948,50.0,10,0.05,,,
949,49.0,11,0.05,,,
950,49.0,10,0.05,50.0,10.0,1.0
951,40.0,10,0.05,,,
952,50.0,10,0.05,,,
953,46.0,14,0.05,,,
954,50.0,10,0.05,,,
955,50.0,10,0.05,,,
956,45.0,11,0.05,,,
957,50.0,10,0.05,,,
958,50.0,10,0.05,,,
959,50.0,10,0.05,,,
960,46.0,14,0.05,,,
961,50.0,10,0.05,,,
962,50.0,10,0.05,,,
963,50.0,10,0.05,,,
964,50.0,10,0.05,,,
965,48.0,12,0.05,,,
966,50.0,10,0.05,,,
967,50.0,10,0.05,,,
968,50.0,10,0.05,,,
969,50.0,10,0.05,,,
970,50.0,10,0.05,,,
971,50.0,10,0.05,,,
972,50.0,10,0.05,,,
973,50.0,10,0.05,,,
974,49.0,11,0.05,,,
975,50.0,10,0.05,,,
976,49.0,11,0.05,,,
977,50.0,10,0.05,,,
978,50.0,10,0.05,,,
979,48.0,12,0.05,,,
980,50.0,10,0.05,,,
981,49.0,11,0.05,,,
982,50.0,10,0.05,,,
983,50.0,10,0.05,,,
984,50.0,10,0.05,,,
985,50.0,10,0.05,,,
986,50.0,10,0.05,,,
987,50.0,10,0.05,,,
988,50.0,10,0.05,,,
989,50.0,10,0.05,,,
990,50.0,10,0.05,,,
991,50.0,10,0.05,,,
992,50.0,10,0.05,,,
993,48.0,12,0.05,,,
994,50.0,10,0.05,,,
995,50.0,10,0.05,,,
996,50.0,10,0.05,,,
997,50.0,10,0.05,,,
998,50.0,10,0.05,,,
999,50.0,10,0.05,,,
1000,50.0,10,0.05,50.0,10.0,1.0
1001,45.0,11,0.05,,,
1002,48.0,12,0.05,,,
1003,48.0,12,0.05,,,
1004,50.0,10,0.05,,,
1005,50.0,10,0.05,,,
1006,50.0,10,0.05,,,
1007,50.0,10,0.05,,,
1008,50.0,10,0.05,,,
1009,49.0,11,0.05,,,
1010,45.0,11,0.05,,,
1011,49.0,11,0.05,,,
1012,50.0,10,0.05,,,
1013,50.0,10,0.05,,,
1014,49.0,11,0.05,,,
1015,48.0,12,0.05,,,
1016,40.0,10,0.05,,,
1017,49.0,11,0.05,,,
1018,50.0,10,0.05,,,
1019,50.0,10,0.05,,,
1020,48.0,12,0.05,,,
1021,50.0,10,0.05,,,
1022,50.0,10,0.05,,,
1023,50.0,10,0.05,,,
1024,50.0,10,0.05,,,
1025,50.0,10,0.05,,,
1026,43.0,13,0.05,,,
1027,50.0,10,0.05,,,
1028,50.0,10,0.05,,,
1029,50.0,10,0.05,,,
1030,50.0,10,0.05,,,
1031,50.0,10,0.05,,,
1032,49.0,11,0.05,,,
1033,50.0,10,0.05,,,
1034,50.0,10,0.05,,,
1035,50.0,10,0.05,,,
1036,50.0,10,0.05,,,
1037,50.0,10,0.05,,,
1038,50.0,10,0.05,,,
1039,40.0,12,0.05,,,
1040,50.0,10,0.05,,,
1041,50.0,10,0.05,,,
1042,50.0,10,0.05,,,
1043,50.0,10,0.05,,,
1044,48.0,12,0.05,,,
1045,50.0,10,0.05,,,
1046,50.0,10,0.05,,,
1047,50.0,10,0.05,,,
1048,50.0,10,0.05,,,
1049,50.0,10,0.05,,,
1050,50.0,10,0.05,50.0,10.0,1.0
1051,50.0,10,0.05,,,
1052,49.0,11,0.05,,,
1053,49.0,11,0.05,,,
1054,46.0,14,0.05,,,
1055,50.0,10,0.05,,,
1056,48.0,12,0.05,,,
1057,45.0,11,0.05,,,
1058,50.0,10,0.05,,,
1059,50.0,10,0.05,,,
1060,49.0,11,0.05,,,
1061,50.0,10,0.05,,,
1062,50.0,10,0.05,,,
1063,48.0,12,0.05,,,
1064,50.0,10,0.05,,,
1065,43.0,13,0.05,,,
1066,50.0,10,0.05,,,
1067,50.0,10,0.05,,,
1068,50.0,10,0.05,,,
1069,50.0,10,0.05,,,
1070,47.0,13,0.05,,,
1071,48.0,12,0.05,,,
1072,50.0,10,0.05,,,
1073,50.0,10,0.05,,,
1074,50.0,10,0.05,,,
1075,50.0,10,0.05,,,
1076,50.0,10,0.05,,,
1077,50.0,10,0.05,,,
1078,48.0,12,0.05,,,
1079,50.0,10,0.05,,,
1080,50.0,10,0.05,,,
1081,50.0,10,0.05,,,
1082,50.0,10,0.05,,,
1083,36.0,14,0.05,,,
1084,48.0,12,0.05,,,
1085,50.0,10,0.05,,,
1086,50.0,10,0.05,,,
1087,50.0,10,0.05,,,
1088,50.0,10,0.05,,,
1089,48.0,12,0.05,,,
1090,50.0,10,0.05,,,
1091,50.0,10,0.05,,,
1092,50.0,10,0.05,,,
1093,50.0,10,0.05,,,
1094,50.0,10,0.05,,,
1095,38.0,12,0.05,,,
1096,50.0,10,0.05,,,
1097,40.0,10,0.05,,,
1098,50.0,10,0.05,,,
1099,48.0,12,0.05,,,
1100,49.0,10,0.05,50.0,10.0,1.0
1101,50.0,10,0.05,,,
1102,50.0,10,0.05,,,
1103,50.0,10,0.05,,,
1104,50.0,10,0.05,,,
1105,50.0,10,0.05,,,
1106,50.0,10,0.05,,,
1107,50.0,10,0.05,,,
1108,50.0,10,0.05,,,
1109,50.0,10,0.05,,,
1110,50.0,10,0.05,,,
1111,48.0,12,0.05,,,
1112,50.0,10,0.05,,,
1113,50.0,10,0.05,,,
1114,50.0,10,0.05,,,
1115,50.0,10,0.05,,,
1116,50.0,10,0.05,,,
1117,50.0,10,0.05,,,
1118,50.0,10,0.05,,,
1119,50.0,10,0.05,,,
1120,50.0,10,0.05,,,
1121,49.0,11,0.05,,,
1122,47.0,13,0.05,,,
1123,50.0,10,0.05,,,
1124,50.0,10,0.05,,,
1125,50.0,10,0.05,,,
1126,50.0,10,0.05,,,
1127,49.0,11,0.05,,,
1128,50.0,10,0.05,,,
1129,50.0,10,0.05,,,
1130,50.0,10,0.05,,,
1131,45.0,11,0.05,,,
1132,49.0,11,0.05,,,
1133,50.0,10,0.05,,,
1134,50.0,10,0.05,,,
1135,50.0,10,0.05,,,
1136,49.0,11,0.05,,,
1137,50.0,10,0.05,,,
1138,50.0,10,0.05,,,
1139,43.0,13,0.05,,,
1140,50.0,10,0.05,,,
1141,50.0,10,0.05,,,
1142,50.0,10,0.05,,,
1143,50.0,10,0.05,,,
1144,50.0,10,0.05,,,
1145,50.0,10,0.05,,,
1146,50.0,10,0.05,,,
1147,50.0,10,0.05,,,
1148,50.0,10,0.05,,,
1149,50.0,10,0.05,,,
1150,49.0,10,0.05,50.0,10.0,1.0
1151,50.0,10,0.05,,,
1152,50.0,10,0.05,,,
1153,50.0,10,0.05,,,
1154,50.0,10,0.05,,,
1155,45.0,11,0.05,,,
1156,50.0,10,0.05,,,
1157,50.0,10,0.05,,,
1158,50.0,10,0.05,,,
1159,50.0,10,0.05,,,
1160,50.0,10,0.05,,,
1161,50.0,10,0.05,,,
1162,50.0,10,0.05,,,
1163,50.0,10,0.05,,,
1164,50.0,10,0.05,,,
1165,50.0,10,0.05,,,
1166,50.0,10,0.05,,,
1167,49.0,11,0.05,,,
1168,49.0,11,0.05,,,
1169,49.0,11,0.05,,,
1170,48.0,12,0.05,,,
1171,50.0,10,0.05,,,
1172,50.0,10,0.05,,,
1173,50.0,10,0.05,,,
1174,50.0,10,0.05,,,
1175,50.0,10,0.05,,,
1176,50.0,10,0.05,,,
1177,50.0,10,0.05,,,
1178,50.0,10,0.05,,,
1179,47.0,13,0.05,,,
1180,50.0,10,0.05,,,
1181,50.0,10,0.05,,,
1182,50.0,10,0.05,,,
1183,50.0,10,0.05,,,
1184,50.0,10,0.05,,,
1185,50.0,10,0.05,,,
1186,50.0,10,0.05,,,
1187,48.0,12,0.05,,,
1188,50.0,10,0.05,,,
1189,45.0,11,0.05,,,
1190,50.0,10,0.05,,,
1191,48.0,12,0.05,,,
1192,48.0,12,0.05,,,
1193,50.0,10,0.05,,,
1194,50.0,10,0.05,,,
1195,50.0,10,0.05,,,
1196,50.0,10,0.05,,,
1197,50.0,10,0.05,,,
1198,50.0,10,0.05,,,
1199,50.0,10,0.05,,,
1200,49.0,10,0.05,50.0,10.0,1.0
1201,48.0,12,0.05,,,
1202,50.0,10,0.05,,,
1203,49.0,11,0.05,,,
1204,50.0,10,0.05,,,
1205,50.0,10,0.05,,,
1206,50.0,10,0.05,,,
1207,48.0,12,0.05,,,
1208,50.0,10,0.05,,,
1209,50.0,10,0.05,,,
1210,33.0,13,0.05,,,
1211,50.0,10,0.05,,,
1212,45.0,11,0.05,,,
1213,50.0,10,0.05,,,
1214,50.0,10,0.05,,,
1215,50.0,10,0.05,,,
1216,50.0,10,0.05,,,
1217,50.0,10,0.05,,,
1218,50.0,10,0.05,,,
1219,50.0,10,0.05,,,
1220,50.0,10,0.05,,,
1221,50.0,10,0.05,,,
1222,50.0,10,0.05,,,
1223,50.0,10,0.05,,,
1224,45.0,11,0.05,,,
1225,48.0,12,0.05,,,
1226,42.0,14,0.05,,,
1227,50.0,10,0.05,,,
1228,49.0,11,0.05,,,
1229,50.0,10,0.05,,,
1230,45.0,11,0.05,,,
1231,45.0,11,0.05,,,
1232,50.0,10,0.05,,,
1233,50.0,10,0.05,,,
1234,50.0,10,0.05,,,
1235,48.0,12,0.05,,,
1236,48.0,12,0.05,,,
1237,49.0,11,0.05,,,
1238,50.0,10,0.05,,,
1239,50.0,10,0.05,,,
1240,50.0,10,0.05,,,
1241,50.0,10,0.05,,,
1242,50.0,10,0.05,,,
1243,50.0,10,0.05,,,
1244,49.0,11,0.05,,,
1245,50.0,10,0.05,,,
1246,50.0,10,0.05,,,
1247,48.0,12,0.05,,,
1248,50.0,10,0.05,,,
1249,50.0,10,0.05,,,
1250,50.0,10,0.05,50.0,10.0,1.0
1251,49.0,11,0.05,,,
1252,50.0,10,0.05,,,
1253,50.0,10,0.05,,,
1254,50.0,10,0.05,,,
1255,50.0,10,0.05,,,
1256,50.0,10,0.05,,,
1257,50.0,10,0.05,,,
1258,48.0,12,0.05,,,
1259,46.0,14,0.05,,,
1260,50.0,10,0.05,,,
1261,50.0,10,0.05,,,
1262,50.0,10,0.05,,,
1263,40.0,10,0.05,,,
1264,50.0,10,0.05,,,
1265,50.0,10,0.05,,,
1266,50.0,10,0.05,,,
1267,50.0,10,0.05,,,
1268,49.0,11,0.05,,,
1269,50.0,10,0.05,,,
1270,50.0,10,0.05,,,
1271,48.0,12,0.05,,,
1272,46.0,14,0.05,,,
1273,50.0,10,0.05,,,
1274,50.0,10,0.05,,,
1275,50.0,10,0.05,,,
1276,49.0,11,0.05,,,
1277,50.0,10,0.05,,,
1278,45.0,11,0.05,,,
1279,50.0,10,0.05,,,
1280,45.0,11,0.05,,,
1281,50.0,10,0.05,,,
1282,50.0,10,0.05,,,
1283,50.0,10,0.05,,,
1284,50.0,10,0.05,,,
1285,50.0,10,0.05,,,
1286,50.0,10,0.05,,,
1287,50.0,10,0.05,,,
1288,48.0,12,0.05,,,
1289,48.0,12,0.05,,,
1290,50.0,10,0.05,,,
1291,50.0,10,0.05,,,
1292,50.0,10,0.05,,,
1293,48.0,12,0.05,,,
1294,50.0,10,0.05,,,
1295,48.0,12,0.05,,,
1296,45.0,11,0.05,,,
1297,50.0,10,0.05,,,
1298,50.0,10,0.05,,,
1299,50.0,10,0.05,,,
1300,50.0,10,0.05,50.0,10.0,1.0
1301,50.0,10,0.05,,,
1302,50.0,10,0.05,,,
1303,50.0,10,0.05,,,
1304,38.0,12,0.05,,,
1305,49.0,11,0.05,,,
1306,50.0,10,0.05,,,
1307,49.0,11,0.05,,,
1308,50.0,10,0.05,,,
1309,50.0,10,0.05,,,
1310,50.0,10,0.05,,,
1311,50.0,10,0.05,,,
1312,49.0,11,0.05,,,
1313,50.0,10,0.05,,,
1314,48.0,12,0.05,,,
1315,50.0,10,0.05,,,
1316,50.0,10,0.05,,,
1317,50.0,10,0.05,,,
1318,45.0,11,0.05,,,
1319,50.0,10,0.05,,,
1320,50.0,10,0.05,,,
1321,50.0,10,0.05,,,
1322,50.0,10,0.05,,,
1323,50.0,10,0.05,,,
1324,50.0,10,0.05,,,
1325,50.0,10,0.05,,,
1326,50.0,10,0.05,,,
1327,50.0,10,0.05,,,
1328,50.0,10,0.05,,,
1329,50.0,10,0.05,,,
1330,50.0,10,0.05,,,
1331,50.0,10,0.05,,,
1332,50.0,10,0.05,,,
1333,50.0,10,0.05,,,
1334,50.0,10,0.05,,,
1335,48.0,12,0.05,,,
1336,38.0,12,0.05,,,
1337,49.0,11,0.05,,,
1338,49.0,11,0.05,,,
1339,45.0,11,0.05,,,
1340,45.0,11,0.05,,,
1341,50.0,10,0.05,,,
1342,48.0,12,0.05,,,
1343,50.0,10,0.05,,,
1344,48.0,12,0.05,,,
1345,50.0,10,0.05,,,
1346,50.0,10,0.05,,,
1347,48.0,12,0.05,,,
1348,46.0,14,0.05,,,
1349,50.0,10,0.05,,,
1350,50.0,10,0.05,50.0,10.0,1.0
1351,50.0,10,0.05,,,
1352,48.0,12,0.05,,,
1353,50.0,10,0.05,,,
1354,47.0,13,0.05,,,
1355,50.0,10,0.05,,,
1356,50.0,10,0.05,,,
1357,50.0,10,0.05,,,
1358,50.0,10,0.05,,,
1359,50.0,10,0.05,,,
1360,45.0,11,0.05,,,
1361,50.0,10,0.05,,,
1362,50.0,10,0.05,,,
1363,43.0,13,0.05,,,
1364,50.0,10,0.05,,,
1365,50.0,10,0.05,,,
1366,49.0,11,0.05,,,
1367,50.0,10,0.05,,,
1368,50.0,10,0.05,,,
1369,50.0,10,0.05,,,
1370,50.0,10,0.05,,,
1371,50.0,10,0.05,,,
1372,45.0,11,0.05,,,
1373,50.0,10,0.05,,,
1374,50.0,10,0.05,,,
1375,50.0,10,0.05,,,
1376,50.0,10,0.05,,,
1377,50.0,10,0.05,,,
1378,50.0,10,0.05,,,
1379,50.0,10,0.05,,,
1380,48.0,12,0.05,,,
1381,50.0,10,0.05,,,
1382,40.0,10,0.05,,,
1383,38.0,12,0.05,,,
1384,50.0,10,0.05,,,
1385,50.0,10,0.05,,,
1386,50.0,10,0.05,,,
1387,48.0,12,0.05,,,
1388,48.0,12,0.05,,,
1389,50.0,10,0.05,,,
1390,50.0,10,0.05,,,
1391,50.0,10,0.05,,,
1392,50.0,10,0.05,,,
1393,50.0,10,0.05,,,
1394,50.0,10,0.05,,,
1395,50.0,10,0.05,,,
1396,50.0,10,0.05,,,
1397,48.0,12,0.05,,,
1398,48.0,12,0.05,,,
1399,50.0,10,0.05,,,
1400,49.0,10,0.05,50.0,10.0,1.0
1401,50.0,10,0.05,,,
1402,50.0,10,0.05,,,
1403,50.0,10,0.05,,,
1404,50.0,10,0.05,,,
1405,50.0,10,0.05,,,
1406,23.0,13,0.05,,,
1407,50.0,10,0.05,,,
1408,43.0,13,0.05,,,
1409,38.0,12,0.05,,,
1410,50.0,10,0.05,,,
1411,48.0,12,0.05,,,
1412,49.0,11,0.05,,,
1413,50.0,10,0.05,,,
1414,50.0,10,0.05,,,
1415,50.0,10,0.05,,,
1416,50.0,10,0.05,,,
1417,48.0,12,0.05,,,
1418,45.0,11,0.05,,,
1419,50.0,10,0.05,,,
1420,49.0,11,0.05,,,
1421,50.0,10,0.05,,,
1422,50.0,10,0.05,,,
1423,45.0,11,0.05,,,
1424,50.0,10,0.05,,,
1425,48.0,12,0.05,,,
1426,49.0,11,0.05,,,
1427,50.0,10,0.05,,,
1428,49.0,11,0.05,,,
1429,49.0,11,0.05,,,
1430,50.0,10,0.05,,,
1431,50.0,10,0.05,,,
1432,50.0,10,0.05,,,
1433,50.0,10,0.05,,,
1434,50.0,10,0.05,,,
1435,48.0,12,0.05,,,
1436,50.0,10,0.05,,,
1437,50.0,10,0.05,,,
1438,50.0,10,0.05,,,
1439,48.0,12,0.05,,,
1440,50.0,10,0.05,,,
1441,48.0,12,0.05,,,
1442,50.0,10,0.05,,,
1443,47.0,13,0.05,,,
1444,50.0,10,0.05,,,
1445,50.0,10,0.05,,,
1446,50.0,10,0.05,,,
1447,50.0,10,0.05,,,
1448,50.0,10,0.05,,,
1449,50.0,10,0.05,,,
1450,50.0,10,0.05,50.0,10.0,1.0
1451,50.0,10,0.05,,,
1452,50.0,10,0.05,,,
1453,50.0,10,0.05,,,
1454,50.0,10,0.05,,,
1455,50.0,10,0.05,,,
1456,50.0,10,0.05,,,
1457,50.0,10,0.05,,,
1458,48.0,12,0.05,,,
1459,49.0,11,0.05,,,
1460,48.0,12,0.05,,,
1461,49.0,11,0.05,,,
1462,50.0,10,0.05,,,
1463,36.0,14,0.05,,,
1464,50.0,10,0.05,,,
1465,50.0,10,0.05,,,
1466,50.0,10,0.05,,,
1467,50.0,10,0.05,,,
1468,50.0,10,0.05,,,
1469,50.0,10,0.05,,,
1470,50.0,10,0.05,,,
1471,50.0,10,0.05,,,
1472,49.0,11,0.05,,,
1473,50.0,10,0.05,,,
1474,50.0,10,0.05,,,
1475,50.0,10,0.05,,,
1476,50.0,10,0.05,,,
1477,50.0,10,0.05,,,
1478,40.0,10,0.05,,,
1479,50.0,10,0.05,,,
1480,48.0,12,0.05,,,
1481,50.0,10,0.05,,,
1482,50.0,10,0.05,,,
1483,49.0,11,0.05,,,
1484,50.0,10,0.05,,,
1485,50.0,10,0.05,,,
1486,50.0,10,0.05,,,
1487,50.0,10,0.05,,,
1488,45.0,11,0.05,,,
1489,50.0,10,0.05,,,
1490,34.0,16,0.05,,,
1491,48.0,12,0.05,,,
1492,50.0,10,0.05,,,
1493,50.0,10,0.05,,,
1494,50.0,10,0.05,,,
1495,50.0,10,0.05,,,
1496,50.0,10,0.05,,,
1497,50.0,10,0.05,,,
1498,50.0,10,0.05,,,
1499,50.0,10,0.05,,,
1500,50.0,10,0.05,50.0,10.0,1.0
1501,45.0,11,0.05,,,
1502,50.0,10,0.05,,,
1503,50.0,10,0.05,,,
1504,48.0,12,0.05,,,
1505,50.0,10,0.05,,,
1506,48.0,12,0.05,,,
1507,50.0,10,0.05,,,
1508,50.0,10,0.05,,,
1509,50.0,10,0.05,,,
1510,48.0,12,0.05,,,
1511,50.0,10,0.05,,,
1512,50.0,10,0.05,,,
1513,50.0,10,0.05,,,
1514,50.0,10,0.05,,,
1515,50.0,10,0.05,,,
1516,50.0,10,0.05,,,
1517,50.0,10,0.05,,,
1518,50.0,10,0.05,,,
1519,50.0,10,0.05,,,
1520,50.0,10,0.05,,,
1521,50.0,10,0.05,,,
1522,47.0,13,0.05,,,
1523,50.0,10,0.05,,,
1524,50.0,10,0.05,,,
1525,50.0,10,0.05,,,
1526,50.0,10,0.05,,,
1527,50.0,10,0.05,,,
1528,50.0,10,0.05,,,
1529,49.0,11,0.05,,,
1530,48.0,12,0.05,,,
1531,50.0,10,0.05,,,
1532,45.0,11,0.05,,,
1533,50.0,10,0.05,,,
1534,50.0,10,0.05,,,
1535,33.0,13,0.05,,,
1536,50.0,10,0.05,,,
1537,49.0,11,0.05,,,
1538,49.0,11,0.05,,,
1539,50.0,10,0.05,,,
1540,50.0,10,0.05,,,
1541,49.0,11,0.05,,,
1542,50.0,10,0.05,,,
1543,48.0,12,0.05,,,
1544,50.0,10,0.05,,,
1545,45.0,11,0.05,,,
1546,45.0,11,0.05,,,
1547,50.0,10,0.05,,,
1548,50.0,10,0.05,,,
1549,38.0,12,0.05,,,
1550,50.0,10,0.05,50.0,10.0,1.0
1551,50.0,10,0.05,,,
1552,47.0,13,0.05,,,
1553,50.0,10,0.05,,,
1554,48.0,12,0.05,,,
1555,50.0,10,0.05,,,
1556,50.0,10,0.05,,,
1557,45.0,11,0.05,,,
1558,40.0,12,0.05,,,
1559,45.0,11,0.05,,,
1560,50.0,10,0.05,,,
1561,50.0,10,0.05,,,
1562,50.0,10,0.05,,,
1563,50.0,10,0.05,,,
1564,50.0,10,0.05,,,
1565,50.0,10,0.05,,,
1566,50.0,10,0.05,,,
1567,50.0,10,0.05,,,
1568,50.0,10,0.05,,,
1569,50.0,10,0.05,,,
1570,50.0,10,0.05,,,
1571,50.0,10,0.05,,,
1572,47.0,13,0.05,,,
1573,47.0,13,0.05,,,
1574,50.0,10,0.05,,,
1575,50.0,10,0.05,,,
1576,48.0,12,0.05,,,
1577,50.0,10,0.05,,,
1578,50.0,10,0.05,,,
1579,49.0,11,0.05,,,
1580,50.0,10,0.05,,,
1581,50.0,10,0.05,,,
1582,50.0,10,0.05,,,
1583,50.0,10,0.05,,,
1584,47.0,13,0.05,,,
1585,45.0,11,0.05,,,
1586,50.0,10,0.05,,,
1587,50.0,10,0.05,,,
1588,48.0,12,0.05,,,
1589,50.0,10,0.05,,,
1590,50.0,10,0.05,,,
1591,50.0,10,0.05,,,
1592,50.0,10,0.05,,,
