episode,training_return,training_steps,epsilon,eval_mean_return,eval_mean_steps,eval_success_rate
1593,50.0,10,0.05,,,
1594,43.0,13,0.05,,,
1595,50.0,10,0.05,,,
1596,50.0,10,0.05,,,
1597,50.0,10,0.05,,,
1598,48.0,12,0.05,,,
1599,50.0,10,0.05,,,
1600,49.0,10,0.05,50.0,10.0,1.0
1601,50.0,10,0.05,,,
1602,45.0,11,0.05,,,
1603,48.0,12,0.05,,,
1604,50.0,10,0.05,,,
1605,50.0,10,0.05,,,
1606,48.0,12,0.05,,,
1607,50.0,10,0.05,,,
1608,50.0,10,0.05,,,
1609,50.0,10,0.05,,,
1610,48.0,12,0.05,,,
1611,45.0,11,0.05,,,
1612,50.0,10,0.05,,,
1613,50.0,10,0.05,,,
1614,50.0,10,0.05,,,
1615,50.0,10,0.05,,,
1616,50.0,10,0.05,,,
1617,50.0,10,0.05,,,
1618,50.0,10,0.05,,,
1619,50.0,10,0.05,,,
1620,50.0,10,0.05,,,
1621,50.0,10,0.05,,,
1622,50.0,10,0.05,,,
1623,45.0,11,0.05,,,
1624,48.0,12,0.05,,,
1625,50.0,10,0.05,,,
1626,50.0,10,0.05,,,
1627,50.0,10,0.05,,,
1628,48.0,12,0.05,,,
1629,45.0,11,0.05,,,
1630,47.0,13,0.05,,,
1631,49.0,11,0.05,,,
1632,27.0,13,0.05,,,
1633,49.0,11,0.05,,,
1634,48.0,12,0.05,,,
1635,50.0,10,0.05,,,
1636,44.0,12,0.05,,,
1637,50.0,10,0.05,,,
1638,50.0,10,0.05,,,
1639,50.0,10,0.05,,,
1640,48.0,12,0.05,,,
1641,50.0,10,0.05,,,
1642,50.0,10,0.05,,,
1643,50.0,10,0.05,,,
1644,50.0,10,0.05,,,
1645,50.0,10,0.05,,,
1646,50.0,10,0.05,,,
1647,50.0,10,0.05,,,
1648,45.0,11,0.05,,,
1649,50.0,10,0.05,,,
1650,50.0,10,0.05,50.0,10.0,1.0
1651,50.0,10,0.05,,,
1652,50.0,10,0.05,,,
1653,48.0,12,0.05,,,
1654,50.0,10,0.05,,,
1655,50.0,10,0.05,,,
1656,50.0,10,0.05,,,
1657,50.0,10,0.05,,,
1658,50.0,10,0.05,,,
1659,50.0,10,0.05,,,
1660,50.0,10,0.05,,,
1661,50.0,10,0.05,,,
1662,50.0,10,0.05,,,
1663,50.0,10,0.05,,,
1664,50.0,10,0.05,,,
1665,50.0,10,0.05,,,
1666,50.0,10,0.05,,,
1667,46.0,14,0.05,,,
1668,50.0,10,0.05,,,
1669,40.0,12,0.05,,,
1670,50.0,10,0.05,,,
1671,50.0,10,0.05,,,
1672,50.0,10,0.05,,,
1673,50.0,10,0.05,,,
1674,50.0,10,0.05,,,
1675,50.0,10,0.05,,,
1676,50.0,10,0.05,,,
1677,50.0,10,0.05,,,
1678,50.0,10,0.05,,,
1679,50.0,10,0.05,,,
1680,50.0,10,0.05,,,
1681,50.0,10,0.05,,,
1682,50.0,10,0.05,,,
1683,50.0,10,0.05,,,
1684,50.0,10,0.05,,,
1685,50.0,10,0.05,,,
1686,50.0,10,0.05,,,
1687,50.0,10,0.05,,,
1688,50.0,10,0.05,,,
1689,50.0,10,0.05,,,
1690,49.0,11,0.05,,,
1691,50.0,10,0.05,,,
1692,45.0,11,0.05,,,
1693,48.0,12,0.05,,,
1694,50.0,10,0.05,,,
1695,49.0,11,0.05,,,
1696,50.0,10,0.05,,,
1697,50.0,10,0.05,,,
1698,40.0,10,0.05,,,
1699,50.0,10,0.05,,,
1700,50.0,10,0.05,50.0,10.0,1.0
1701,47.0,13,0.05,,,
1702,50.0,10,0.05,,,
1703,48.0,12,0.05,,,
1704,50.0,10,0.05,,,
1705,50.0,10,0.05,,,
1706,50.0,10,0.05,,,
1707,41.0,15,0.05,,,
1708,50.0,10,0.05,,,
1709,50.0,10,0.05,,,
1710,50.0,10,0.05,,,
1711,50.0,10,0.05,,,
1712,50.0,10,0.05,,,
1713,48.0,12,0.05,,,
1714,45.0,11,0.05,,,
1715,50.0,10,0.05,,,
1716,50.0,10,0.05,,,
1717,50.0,10,0.05,,,
1718,50.0,10,0.05,,,
1719,50.0,10,0.05,,,
1720,48.0,12,0.05,,,
1721,48.0,12,0.05,,,
1722,50.0,10,0.05,,,
1723,46.0,14,0.05,,,
1724,50.0,10,0.05,,,
1725,50.0,10,0.05,,,
1726,50.0,10,0.05,,,
1727,50.0,10,0.05,,,
1728,50.0,10,0.05,,,
1729,50.0,10,0.05,,,
1730,48.0,12,0.05,,,
1731,37.0,13,0.05,,,
1732,50.0,10,0.05,,,
1733,38.0,12,0.05,,,
1734,50.0,10,0.05,,,
1735,48.0,12,0.05,,,
1736,50.0,10,0.05,,,
1737,50.0,10,0.05,,,
1738,50.0,10,0.05,,,
1739,49.0,11,0.05,,,
1740,48.0,12,0.05,,,
1741,50.0,10,0.05,,,
1742,50.0,10,0.05,,,
1743,50.0,10,0.05,,,
1744,50.0,10,0.05,,,
1745,50.0,10,0.05,,,
1746,50.0,10,0.05,,,
1747,50.0,10,0.05,,,
1748,50.0,10,0.05,,,
1749,46.0,14,0.05,,,
1750,50.0,10,0.05,50.0,10.0,1.0
1751,50.0,10,0.05,,,
1752,48.0,12,0.05,,,
1753,50.0,10,0.05,,,
1754,50.0,10,0.05,,,
1755,50.0,10,0.05,,,
1756,50.0,10,0.05,,,
1757,50.0,10,0.05,,,
1758,50.0,10,0.05,,,
1759,50.0,10,0.05,,,
1760,41.0,15,0.05,,,
1761,49.0,11,0.05,,,
1762,50.0,10,0.05,,,
1763,50.0,10,0.05,,,
1764,50.0,10,0.05,,,
1765,50.0,10,0.05,,,
1766,47.0,13,0.05,,,
1767,48.0,12,0.05,,,
1768,50.0,10,0.05,,,
1769,50.0,10,0.05,,,
1770,50.0,10,0.05,,,
1771,48.0,12,0.05,,,
1772,47.0,13,0.05,,,
1773,50.0,10,0.05,,,
1774,50.0,10,0.05,,,
1775,50.0,10,0.05,,,
1776,50.0,10,0.05,,,
1777,50.0,10,0.05,,,
1778,50.0,10,0.05,,,
1779,50.0,10,0.05,,,
1780,50.0,10,0.05,,,
1781,50.0,10,0.05,,,
1782,50.0,10,0.05,,,
1783,38.0,12,0.05,,,
1784,50.0,10,0.05,,,
1785,49.0,11,0.05,,,
1786,50.0,10,0.05,,,
1787,50.0,10,0.05,,,
1788,49.0,11,0.05,,,
1789,50.0,10,0.05,,,
1790,50.0,10,0.05,,,
1791,50.0,10,0.05,,,
1792,50.0,10,0.05,,,
1793,50.0,10,0.05,,,
1794,50.0,10,0.05,,,
1795,50.0,10,0.05,,,
1796,46.0,14,0.05,,,
1797,50.0,10,0.05,,,
1798,48.0,12,0.05,,,
1799,50.0,10,0.05,,,
1800,50.0,10,0.05,50.0,10.0,1.0
1801,50.0,10,0.05,,,
1802,50.0,10,0.05,,,
1803,50.0,10,0.05,,,
1804,50.0,10,0.05,,,
1805,48.0,12,0.05,,,
1806,50.0,10,0.05,,,
1807,46.0,14,0.05,,,
1808,50.0,10,0.05,,,
1809,49.0,11,0.05,,,
1810,50.0,10,0.05,,,
1811,50.0,10,0.05,,,
1812,50.0,10,0.05,,,
1813,50.0,10,0.05,,,
1814,49.0,11,0.05,,,
1815,50.0,10,0.05,,,
1816,48.0,12,0.05,,,
1817,45.0,11,0.05,,,
1818,50.0,10,0.05,,,
1819,50.0,10,0.05,,,
1820,50.0,10,0.05,,,
1821,49.0,11,0.05,,,
1822,47.0,13,0.05,,,
1823,49.0,11,0.05,,,
1824,50.0,10,0.05,,,
1825,50.0,10,0.05,,,
1826,48.0,12,0.05,,,
1827,50.0,10,0.05,,,
1828,50.0,10,0.05,,,
1829,45.0,11,0.05,,,
1830,50.0,10,0.05,,,
1831,50.0,10,0.05,,,
1832,50.0,10,0.05,,,
1833,50.0,10,0.05,,,
1834,48.0,12,0.05,,,
1835,44.0,12,0.05,,,
1836,50.0,10,0.05,,,
1837,50.0,10,0.05,,,
1838,50.0,10,0.05,,,
1839,50.0,10,0.05,,,
1840,48.0,12,0.05,,,
1841,50.0,10,0.05,,,
1842,45.0,11,0.05,,,
1843,49.0,11,0.05,,,
1844,48.0,12,0.05,,,
1845,50.0,10,0.05,,,
1846,49.0,11,0.05,,,
1847,50.0,10,0.05,,,
1848,50.0,10,0.05,,,
1849,50.0,10,0.05,,,
1850,50.0,10,0.05,50.0,10.0,1.0
1851,50.0,10,0.05,,,
1852,50.0,10,0.05,,,
1853,50.0,10,0.05,,,
1854,45.0,15,0.05,,,
1855,45.0,11,0.05,,,
1856,50.0,10,0.05,,,
1857,49.0,11,0.05,,,
1858,45.0,11,0.05,,,
1859,50.0,10,0.05,,,
1860,50.0,10,0.05,,,
1861,50.0,10,0.05,,,
1862,50.0,10,0.05,,,
1863,45.0,11,0.05,,,
1864,50.0,10,0.05,,,
1865,48.0,12,0.05,,,
1866,50.0,10,0.05,,,
1867,50.0,10,0.05,,,
1868,50.0,10,0.05,,,
1869,42.0,14,0.05,,,
1870,48.0,12,0.05,,,
1871,50.0,10,0.05,,,
1872,50.0,10,0.05,,,
1873,50.0,10,0.05,,,
1874,49.0,11,0.05,,,
1875,46.0,14,0.05,,,
1876,48.0,12,0.05,,,
1877,50.0,10,0.05,,,
1878,50.0,10,0.05,,,
1879,47.0,13,0.05,,,
1880,50.0,10,0.05,,,
1881,48.0,12,0.05,,,
1882,50.0,10,0.05,,,
1883,45.0,11,0.05,,,
1884,50.0,10,0.05,,,
1885,49.0,11,0.05,,,
1886,50.0,10,0.05,,,
1887,50.0,10,0.05,,,
1888,50.0,10,0.05,,,
1889,44.0,16,0.05,,,
1890,48.0,12,0.05,,,
1891,50.0,10,0.05,,,
1892,50.0,10,0.05,,,
1893,50.0,10,0.05,,,
1894,49.0,11,0.05,,,
1895,50.0,10,0.05,,,
1896,50.0,10,0.05,,,
1897,49.0,11,0.05,,,
1898,50.0,10,0.05,,,
1899,49.0,11,0.05,,,
1900,50.0,10,0.05,50.0,10.0,1.0
1901,50.0,10,0.05,,,
1902,50.0,10,0.05,,,
1903,48.0,12,0.05,,,
1904,48.0,12,0.05,,,
1905,50.0,10,0.05,,,
1906,50.0,10,0.05,,,
1907,50.0,10,0.05,,,
1908,50.0,10,0.05,,,
1909,50.0,10,0.05,,,
1910,50.0,10,0.05,,,
1911,50.0,10,0.05,,,
1912,50.0,10,0.05,,,
1913,50.0,10,0.05,,,
1914,50.0,10,0.05,,,
1915,49.0,11,0.05,,,
1916,50.0,10,0.05,,,
1917,50.0,10,0.05,,,
1918,44.0,16,0.05,,,
1919,50.0,10,0.05,,,
1920,50.0,10,0.05,,,
1921,50.0,10,0.05,,,
1922,50.0,10,0.05,,,
1923,50.0,10,0.05,,,
1924,50.0,10,0.05,,,
1925,50.0,10,0.05,,,
1926,49.0,11,0.05,,,
1927,50.0,10,0.05,,,
1928,50.0,10,0.05,,,
1929,43.0,13,0.05,,,
1930,50.0,10,0.05,,,
1931,50.0,10,0.05,,,
1932,48.0,12,0.05,,,
1933,50.0,10,0.05,,,
1934,50.0,10,0.05,,,
1935,50.0,10,0.05,,,
1936,50.0,10,0.05,,,
1937,50.0,10,0.05,,,
1938,50.0,10,0.05,,,
1939,45.0,11,0.05,,,
1940,49.0,11,0.05,,,
1941,50.0,10,0.05,,,
1942,50.0,10,0.05,,,
1943,48.0,12,0.05,,,
1944,50.0,10,0.05,,,
1945,50.0,10,0.05,,,
1946,47.0,13,0.05,,,
1947,50.0,10,0.05,,,
1948,48.0,12,0.05,,,
1949,50.0,10,0.05,,,
1950,48.0,10,0.05,50.0,10.0,1.0
1951,50.0,10,0.05,,,
1952,50.0,10,0.05,,,
1953,49.0,11,0.05,,,
1954,50.0,10,0.05,,,
1955,50.0,10,0.05,,,
1956,48.0,12,0.05,,,
1957,50.0,10,0.05,,,
1958,43.0,13,0.05,,,
1959,50.0,10,0.05,,,
1960,50.0,10,0.05,,,
1961,48.0,12,0.05,,,
1962,50.0,10,0.05,,,
1963,50.0,10,0.05,,,
1964,50.0,10,0.05,,,
1965,50.0,10,0.05,,,
1966,50.0,10,0.05,,,
1967,45.0,11,0.05,,,
1968,46.0,14,0.05,,,
1969,50.0,10,0.05,,,
1970,45.0,11,0.05,,,
1971,44.0,12,0.05,,,
1972,50.0,10,0.05,,,
1973,50.0,10,0.05,,,
1974,50.0,10,0.05,,,
1975,40.0,10,0.05,,,
1976,50.0,10,0.05,,,
1977,50.0,10,0.05,,,
1978,50.0,10,0.05,,,
1979,50.0,10,0.05,,,
1980,50.0,10,0.05,,,
1981,50.0,10,0.05,,,
1982,50.0,10,0.05,,,
1983,50.0,10,0.05,,,
1984,50.0,10,0.05,,,
1985,50.0,10,0.05,,,
1986,50.0,10,0.05,,,
1987,48.0,12,0.05,,,
1988,49.0,11,0.05,,,
1989,50.0,10,0.05,,,
1990,48.0,12,0.05,,,
1991,50.0,10,0.05,,,
1992,50.0,10,0.05,,,
1993,50.0,10,0.05,,,
1994,50.0,10,0.05,,,
1995,48.0,12,0.05,,,
1996,50.0,10,0.05,,,
1997,50.0,10,0.05,,,
1998,48.0,12,0.05,,,
1999,50.0,10,0.05,,,
2000,50.0,10,0.05,50.0,10.0,1.0
